url_length,dot_count,at_symbol_present,hyphen_count,digit_to_letter_ratio,iframe_count,hidden_forms,password_fields,external_link_ratio,empty_anchors,domain_age_days,ssl_days_to_expire,label
59,3,0,2,0.362,2,0,2,0.634,13,25,0,1
75,4,1,6,0.457,2,0,2,0.674,17,38,14,1
43,3,0,0,0.085,0,0,1,0.19,2,3497,300,0
60,3,0,2,0.032,0,0,1,0.257,3,1080,324,0
50,3,0,0,0.064,0,0,0,0.251,1,3554,117,0
133,7,0,2,0.52,5,0,2,0.632,5,35,11,1
43,1,0,0,0.041,1,0,1,0.189,1,970,220,0
55,3,0,0,0.065,0,0,0,0.139,2,2877,270,0
41,3,0,2,0.003,0,0,1,0.246,1,2773,112,0
27,1,0,1,0.026,1,0,1,0.019,0,3011,254,0
58,3,0,4,0.116,1,3,2,0.918,15,6,18,1
55,3,0,4,0.244,1,3,2,0.655,14,12,24,1
145,3,0,3,0.508,5,0,2,0.829,18,32,22,1
44,3,0,1,0.021,0,0,0,0.121,1,815,264,0
95,5,1,4,0.301,3,0,2,0.905,13,35,4,1
131,6,0,4,0.354,3,1,2,0.957,7,19,29,1
148,5,1,5,0.288,1,2,2,0.761,15,19,13,1
122,3,0,6,0.247,4,2,2,0.957,15,26,21,1
143,6,0,5,0.388,4,0,0,0.613,20,41,21,1
130,4,0,4,0.474,1,0,2,0.615,14,8,0,1
150,5,0,6,0.281,4,1,1,0.835,14,7,11,1
36,1,0,1,0.088,1,0,1,0.071,0,2580,184,0
55,1,0,0,0.01,0,0,0,0.285,3,2199,103,0
51,3,0,0,0.033,1,0,1,0.039,0,598,149,0
41,2,0,1,0.036,0,0,1,0.263,0,1817,279,0
30,3,0,0,0.016,0,0,1,0.11,3,1236,335,0
50,1,0,2,0.038,0,0,0,0.009,3,1817,199,0
102,8,1,5,0.111,1,2,1,0.895,14,31,30,1
49,1,0,1,0.081,1,0,0,0.255,3,2146,316,0
104,6,0,3,0.188,2,3,0,0.865,15,8,28,1
87,6,0,6,0.142,4,3,1,0.696,12,39,18,1
54,6,0,6,0.354,3,1,2,0.909,9,36,12,1
21,3,0,1,0.061,0,0,0,0.084,0,975,187,0
143,8,0,4,0.539,4,2,1,0.843,13,26,9,1
27,3,0,2,0.047,0,0,1,0.28,0,372,232,0
38,2,0,1,0.008,0,0,1,0.292,3,364,342,0
43,3,0,0,0.028,1,0,1,0.013,0,1154,282,0
28,1,0,0,0.076,0,0,0,0.018,1,3088,160,0
101,7,1,3,0.102,1,3,1,0.724,15,27,14,1
20,1,0,0,0.08,0,0,1,0.109,2,543,198,0
87,4,0,2,0.491,1,3,2,0.719,16,0,1,1
48,3,0,1,0.001,1,0,0,0.024,0,2851,339,0
51,2,0,2,0.041,1,0,0,0.273,1,2400,346,0
50,3,0,0,0.098,1,0,0,0.139,2,375,140,0
94,7,0,3,0.204,2,1,0,0.68,15,40,19,1
116,8,0,4,0.367,3,2,2,0.929,9,8,9,1
128,7,0,5,0.491,5,2,1,0.744,9,3,8,1
50,6,0,3,0.253,3,1,2,0.715,14,36,18,1
75,6,1,2,0.506,4,3,2,0.995,5,35,9,1
44,1,0,2,0.063,1,0,1,0.16,2,3102,224,0
78,4,1,2,0.151,1,1,0,0.703,13,32,0,1
84,6,0,3,0.381,4,2,0,0.61,16,16,5,1
63,6,0,5,0.19,4,3,2,0.675,8,38,16,1
55,3,0,1,0.056,1,0,0,0.026,1,786,286,0
44,1,0,2,0.099,1,0,0,0.277,3,2732,139,0
141,4,0,4,0.53,5,1,1,0.75,7,39,24,1
56,2,0,0,0.057,1,0,1,0.254,0,3535,158,0
131,5,1,3,0.103,3,3,1,0.69,16,44,29,1
41,3,0,2,0.042,0,0,1,0.182,3,3382,192,0
132,4,1,3,0.205,3,3,0,0.615,20,14,11,1
68,4,0,6,0.258,5,1,2,0.854,6,12,1,1
53,3,0,0,0.028,0,0,0,0.109,3,1856,153,0
97,3,0,4,0.256,5,0,2,0.87,11,24,16,1
48,2,0,0,0.013,0,0,0,0.115,3,2370,140,0
56,3,0,3,0.382,4,1,1,0.827,19,9,19,1
56,1,0,1,0.006,1,0,1,0.214,2,1803,186,0
35,2,0,0,0.048,1,0,1,0.037,0,1341,114,0
25,2,0,2,0.087,1,0,0,0.264,0,1516,90,0
80,6,1,2,0.231,2,2,0,0.956,6,31,21,1
120,8,1,5,0.518,2,1,2,0.856,18,0,0,1
123,8,0,2,0.541,4,1,0,0.916,6,42,18,1
147,4,0,3,0.536,4,0,2,0.795,14,31,22,1
40,3,0,2,0.087,1,0,1,0.062,0,1111,186,0
72,7,0,2,0.409,2,1,0,0.941,6,28,4,1
39,1,0,0,0.094,1,0,1,0.234,2,2103,207,0
150,4,0,6,0.192,3,1,2,0.977,17,-1,29,1
51,1,0,2,0.044,0,0,0,0.227,2,952,298,0
24,3,0,2,0.024,1,0,0,0.165,2,351,360,0
107,6,0,2,0.416,3,3,2,0.759,9,32,15,1
30,3,0,2,0.033,1,0,1,0.23,2,833,339,0
43,1,0,2,0.085,0,0,1,0.269,1,3249,343,0
35,3,0,1,0.014,0,0,0,0.093,0,2973,154,0
21,3,0,0,0.019,0,0,0,0.221,1,2486,354,0
101,5,0,3,0.276,1,0,1,0.897,15,32,13,1
85,4,0,6,0.412,3,3,0,0.809,12,12,17,1
42,3,0,0,0.1,1,0,0,0.291,2,2768,194,0
62,8,0,3,0.585,1,2,1,0.915,15,22,14,1
93,6,0,5,0.382,3,1,0,0.645,10,1,19,1
94,6,1,5,0.314,3,3,0,0.696,6,29,28,1
35,3,0,2,0.068,1,0,1,0.221,3,3438,296,0
115,7,0,4,0.153,1,1,1,0.733,6,9,25,1
66,7,0,6,0.401,3,1,0,0.859,14,0,9,1
49,3,0,0,0.07,0,0,0,0.213,3,1784,225,0
103,8,1,6,0.278,4,1,0,0.859,19,30,17,1
99,5,0,5,0.592,3,2,2,0.77,11,39,12,1
89,6,0,2,0.595,5,0,2,0.715,17,27,19,1
26,3,0,2,0.023,0,0,1,0.096,1,3450,110,0
33,3,0,0,0.063,1,0,1,0.168,3,2344,194,0
52,1,0,2,0.063,0,0,0,0.102,0,511,281,0
107,4,1,5,0.291,2,0,0,0.806,17,39,23,1
46,3,0,1,0.037,0,0,0,0.168,2,1329,107,0
117,5,0,3,0.412,2,1,2,0.987,12,44,27,1
52,3,0,6,0.406,1,0,1,0.791,20,28,-1,1
30,1,0,1,0.096,1,0,1,0.133,3,2202,208,0
59,3,0,1,0.004,1,0,1,0.063,0,2977,318,0
33,3,0,1,0.062,1,0,1,0.007,3,520,109,0
68,5,0,5,0.425,5,3,0,0.627,20,4,11,1
44,3,0,0,0.038,0,0,1,0.006,0,1741,260,0
30,2,0,0,0.052,1,0,0,0.195,0,1937,122,0
51,1,0,0,0.093,0,0,0,0.199,2,3369,221,0
55,2,0,1,0.079,1,0,1,0.237,0,2489,105,0
72,8,0,6,0.389,2,1,1,0.689,7,42,15,1
126,3,1,6,0.299,1,2,2,0.778,7,30,16,1
90,5,0,4,0.42,3,1,0,0.745,16,41,21,1
120,4,0,5,0.133,5,3,1,0.96,19,13,26,1
37,3,0,1,0.069,1,0,1,0.031,1,711,195,0
52,1,0,0,0.089,1,0,0,0.267,3,2558,230,0
86,5,0,3,0.233,5,1,0,0.977,20,24,23,1
113,4,0,6,0.391,2,3,0,0.728,17,15,17,1
132,4,0,4,0.251,4,2,2,0.659,20,29,29,1
148,4,0,3,0.363,5,2,1,0.928,20,5,0,1
39,1,0,2,0.023,0,0,0,0.034,0,1230,100,0
29,1,0,0,0.063,1,0,1,0.11,3,2076,334,0
26,2,0,1,0.017,0,0,0,0.279,0,685,104,0
127,8,0,3,0.258,2,3,2,0.768,13,10,10,1
59,8,0,3,0.527,2,2,0,0.959,12,31,9,1
90,4,1,6,0.219,4,0,0,0.923,12,15,8,1
95,4,0,4,0.215,2,3,2,0.864,7,2,28,1
132,4,1,5,0.398,2,2,1,0.711,19,10,21,1
118,8,1,6,0.124,2,0,0,0.88,9,31,25,1
54,2,0,2,0.069,0,0,1,0.227,3,1354,175,0
57,1,0,1,0.075,1,0,0,0.092,3,1997,353,0
43,3,0,1,0.066,0,0,0,0.174,1,378,354,0
85,8,0,2,0.485,2,3,1,0.615,19,15,19,1
35,3,0,2,0.036,0,0,0,0.054,1,1906,132,0
40,2,0,1,0.092,0,0,0,0.287,2,1393,97,0
23,1,0,1,0.061,1,0,1,0.043,1,1435,153,0
26,1,0,0,0.076,1,0,0,0.263,0,2698,363,0
148,3,1,2,0.3,2,3,2,0.961,15,36,13,1
87,3,0,3,0.146,1,2,0,0.847,17,20,28,1
118,3,0,6,0.407,4,1,1,0.999,14,23,15,1
30,3,0,2,0.095,0,0,1,0.09,3,2932,161,0
135,3,0,5,0.185,4,0,1,0.759,19,11,-1,1
68,8,0,6,0.459,4,0,0,0.736,8,6,2,1
25,3,0,2,0.07,1,0,0,0.043,2,2610,143,0
74,6,0,6,0.417,3,1,1,0.7,9,20,13,1
35,2,0,2,0.092,0,0,0,0.277,1,1707,275,0
53,3,0,2,0.068,1,0,1,0.053,3,807,319,0
54,1,0,1,0.043,1,0,1,0.276,1,1927,345,0
130,4,0,4,0.254,3,1,1,0.693,9,0,16,1
34,1,0,1,0.07,0,0,0,0.136,0,2806,125,0
30,2,0,1,0.066,0,0,0,0.237,1,3605,112,0
111,7,1,4,0.198,4,2,2,0.948,15,17,25,1
71,5,0,3,0.507,1,1,0,0.783,10,9,29,1
128,8,0,5,0.572,1,1,0,0.844,20,5,13,1
112,6,0,6,0.519,2,2,0,0.847,10,24,15,1
141,7,0,5,0.185,2,3,1,0.711,15,15,18,1
49,3,0,1,0.035,0,0,0,0.224,2,2044,145,0
117,5,0,3,0.587,4,3,1,0.662,10,6,25,1
60,3,0,1,0.081,0,0,1,0.069,1,657,209,0
140,6,0,4,0.461,3,1,2,0.955,18,15,0,1
81,6,0,5,0.151,2,1,2,0.721,5,2,4,1
116,3,0,6,0.475,1,3,2,0.952,8,15,3,1
44,3,0,2,0.095,0,0,0,0.255,1,657,182,0
21,3,0,0,0.039,0,0,1,0.179,1,2945,104,0
149,5,1,6,0.534,1,1,1,0.98,6,4,28,1
123,6,1,5,0.348,4,0,1,0.735,8,7,7,1
44,3,0,0,0.001,1,0,1,0.145,3,3364,354,0
57,1,0,1,0.1,1,0,0,0.119,1,3078,162,0
76,4,1,6,0.529,2,3,1,0.652,16,41,20,1
123,3,1,3,0.326,2,3,1,0.71,5,44,26,1
149,6,0,6,0.538,4,1,0,0.848,9,25,21,1
25,2,0,2,0.088,1,0,1,0.228,3,743,198,0
76,3,0,4,0.39,2,1,0,0.886,16,3,29,1
110,6,0,4,0.112,2,1,0,0.781,9,8,13,1
50,3,0,1,0.092,0,0,1,0.248,2,1191,351,0
36,3,0,0,0.063,0,0,1,0.227,1,1918,161,0
129,7,1,6,0.205,1,1,1,0.919,6,14,16,1
42,3,0,0,0.056,0,0,1,0.06,1,402,293,0
22,2,0,0,0.085,1,0,1,0.175,2,3334,255,0
29,2,0,0,0.07,0,0,0,0.145,2,2566,201,0
60,1,0,2,0.092,1,0,0,0.289,3,3541,235,0
49,2,0,2,0.013,1,0,1,0.228,0,466,136,0
42,2,0,1,0.036,0,0,1,0.114,3,304,199,0
119,8,0,6,0.135,1,1,0,0.603,19,25,6,1
40,3,0,1,0.002,1,0,1,0.014,3,3329,313,0
129,7,0,4,0.591,3,1,1,0.64,8,12,12,1
128,8,0,3,0.282,2,2,2,0.849,11,20,5,1
150,4,0,5,0.227,1,0,0,0.899,5,5,0,1
117,7,1,3,0.423,3,0,2,0.677,18,43,28,1
23,2,0,2,0.009,1,0,0,0.196,1,1240,187,0
119,3,0,4,0.571,3,1,2,0.832,7,5,1,1
74,7,0,2,0.546,1,2,1,0.714,15,1,26,1
37,3,0,2,0.02,1,0,1,0.112,2,971,228,0
53,2,0,1,0.073,0,0,1,0.054,1,3081,245,0
59,3,0,0,0.049,0,0,0,0.079,1,319,316,0
42,3,0,0,0.018,0,0,0,0.139,3,2740,258,0
82,8,0,4,0.414,1,2,0,0.839,15,9,14,1
139,3,0,6,0.225,1,2,2,0.739,7,14,1,1
79,4,0,5,0.353,4,2,1,0.919,19,0,25,1
40,1,0,0,0.032,0,0,1,0.122,1,982,154,0
44,3,0,2,0.072,1,0,1,0.072,2,1272,141,0
73,3,0,3,0.14,3,0,2,0.824,18,13,17,1
53,3,0,1,0.014,1,0,0,0.006,3,1216,276,0
144,6,0,3,0.283,1,1,2,0.685,6,2,1,1
44,3,0,1,0.064,1,0,1,0.022,3,2380,362,0
39,2,0,0,0.051,0,0,0,0.129,3,1842,211,0
29,2,0,0,0.084,1,0,0,0.199,3,1112,204,0
98,3,1,5,0.526,5,0,2,0.63,19,24,10,1
97,5,0,3,0.276,1,1,2,0.751,12,29,11,1
94,6,0,6,0.577,2,3,0,0.842,15,20,9,1
88,6,1,3,0.162,3,3,0,0.641,18,17,9,1
87,6,0,3,0.354,4,0,2,0.917,17,21,-1,1
121,5,1,6,0.404,2,3,0,0.942,19,1,16,1
135,3,0,5,0.243,4,2,2,0.699,19,3,-1,1
21,2,0,2,0.005,0,0,0,0.181,2,544,329,0
93,6,0,3,0.336,1,3,1,0.909,20,28,22,1
42,3,0,1,0.018,0,0,0,0.219,0,2646,356,0
92,6,0,4,0.164,5,0,0,0.889,13,44,29,1
111,8,0,3,0.588,4,0,1,0.91,7,36,11,1
53,2,0,1,0.05,1,0,1,0.064,3,1177,273,0
119,7,0,6,0.477,2,1,2,0.98,10,23,5,1
139,8,1,2,0.263,3,1,1,0.965,19,41,26,1
96,3,1,4,0.511,4,3,2,0.965,18,27,24,1
63,3,0,6,0.56,2,1,2,0.758,19,6,18,1
76,7,0,6,0.526,4,1,0,0.628,15,32,14,1
52,3,0,6,0.208,5,2,2,0.669,15,24,23,1
37,3,0,0,0.073,1,0,1,0.05,3,3635,226,0
49,3,0,1,0.051,0,0,0,0.154,2,2364,131,0
33,1,0,2,0.018,1,0,1,0.178,1,2415,284,0
112,8,1,6,0.517,5,3,1,0.998,5,17,20,1
58,2,0,0,0.019,0,0,1,0.028,2,3438,243,0
54,6,0,2,0.238,1,1,0,0.941,12,24,16,1
34,3,0,2,0.08,1,0,1,0.012,2,2233,158,0
40,3,0,0,0.085,0,0,1,0.098,2,3191,147,0
143,8,0,2,0.272,5,1,1,0.717,19,29,21,1
30,3,0,2,0.018,1,0,1,0.285,1,2025,233,0
31,1,0,0,0.098,1,0,0,0.233,2,3576,152,0
132,3,1,5,0.492,5,2,0,0.926,19,6,9,1
35,3,0,2,0.086,1,0,1,0.23,3,2771,258,0
125,4,1,3,0.495,1,1,2,0.836,12,35,19,1
33,1,0,1,0.096,0,0,0,0.15,1,474,364,0
94,4,0,6,0.385,4,1,1,0.74,14,26,27,1
45,2,0,0,0.066,0,0,0,0.163,2,1397,130,0
72,4,0,6,0.384,5,2,2,0.892,14,8,17,1
25,1,0,2,0.072,0,0,1,0.287,2,2213,109,0
60,8,0,6,0.304,2,2,2,0.736,18,4,1,1
52,1,0,2,0.011,1,0,0,0.145,0,881,251,0
52,3,0,0,0.042,1,0,0,0.153,1,1328,193,0
133,4,0,2,0.249,5,0,0,0.909,10,38,19,1
23,3,0,2,0.028,0,0,1,0.04,3,2352,119,0
68,4,0,2,0.216,4,3,2,0.871,14,5,20,1
41,2,0,1,0.072,0,0,1,0.033,2,2826,317,0
141,5,0,3,0.187,3,3,1,0.638,18,30,2,1
104,7,1,3,0.216,5,3,2,0.99,8,13,20,1
128,5,0,4,0.194,2,3,0,0.724,14,21,10,1
31,2,0,1,0.061,1,0,0,0.266,3,1744,238,0
99,6,0,3,0.452,4,0,2,0.676,11,10,6,1
32,2,0,1,0.01,0,0,1,0.292,2,2522,312,0
51,2,0,0,0.056,1,0,0,0.037,2,452,228,0
118,6,1,4,0.587,4,0,1,0.712,15,4,9,1
30,2,0,2,0.012,1,0,0,0.057,1,428,119,0
28,1,0,1,0.046,0,0,0,0.104,3,2715,265,0
28,1,0,0,0.017,0,0,1,0.242,3,1752,357,0
51,2,0,0,0.05,0,0,1,0.151,0,2180,171,0
20,3,0,1,0.094,1,0,1,0.188,3,3110,203,0
36,3,0,1,0.074,0,0,0,0.228,2,1685,120,0
35,1,0,2,0.031,0,0,0,0.164,2,2991,357,0
69,6,0,2,0.401,5,1,2,0.954,12,2,13,1
42,2,0,0,0.05,0,0,1,0.105,3,2386,352,0
86,6,1,5,0.483,5,3,2,0.804,12,25,10,1
26,2,0,0,0.045,1,0,0,0.033,0,2484,132,0
112,8,0,5,0.118,4,2,2,0.716,12,0,24,1
47,2,0,2,0.092,0,0,1,0.214,1,2340,198,0
47,2,0,1,0.078,0,0,0,0.032,0,1311,187,0
50,1,0,1,0.038,0,0,0,0.291,2,388,363,0
32,3,0,0,0.035,0,0,0,0.205,3,1374,167,0
31,3,0,2,0.027,0,0,1,0.028,1,815,267,0
63,5,1,3,0.294,3,1,1,0.711,5,30,0,1
25,2,0,0,0.053,1,0,1,0.043,1,1851,325,0
131,5,1,6,0.516,3,2,2,0.712,13,2,8,1
100,3,1,2,0.362,5,0,0,0.823,12,21,19,1
34,2,0,1,0.078,1,0,0,0.056,2,373,199,0
36,2,0,0,0.051,0,0,1,0.025,3,2953,172,0
82,8,1,3,0.508,2,2,2,0.68,17,29,23,1
33,3,0,1,0.082,1,0,0,0.089,2,1554,347,0
95,6,0,5,0.381,5,3,2,0.688,9,41,30,1
46,3,0,2,0.096,0,0,0,0.271,2,2811,152,0
42,3,0,1,0.028,1,0,1,0.017,1,1485,269,0
46,3,0,0,0.001,0,0,1,0.149,0,3198,280,0
116,4,0,4,0.459,3,2,0,0.733,9,5,27,1
57,2,0,0,0.076,0,0,1,0.297,3,815,165,0
96,7,1,5,0.357,5,0,2,0.805,5,41,8,1
54,1,0,1,0.05,1,0,1,0.264,2,1524,196,0
27,1,0,2,0.076,0,0,0,0.121,2,3313,92,0
60,1,0,2,0.073,1,0,0,0.005,0,3267,325,0
60,3,0,1,0.046,1,0,0,0.147,0,2487,273,0
42,1,0,0,0.024,0,0,0,0.194,1,1866,185,0
50,2,0,1,0.008,1,0,0,0.12,3,512,176,0
41,1,0,2,0.063,0,0,1,0.234,3,1136,296,0
55,3,0,1,0.046,0,0,1,0.258,2,2542,202,0
46,1,0,2,0.017,1,0,0,0.048,1,3041,170,0
75,4,0,2,0.17,4,3,1,0.792,8,6,-1,1
51,1,0,0,0.004,0,0,0,0.247,1,1934,294,0
39,1,0,2,0.034,1,0,0,0.258,1,457,167,0
42,2,0,2,0.096,0,0,1,0.244,3,1201,297,0
77,6,0,6,0.575,5,0,0,0.868,15,18,12,1
59,2,0,2,0.07,1,0,0,0.14,1,2659,119,0
49,3,0,2,0.048,1,0,0,0.041,3,3194,139,0
146,3,1,4,0.595,2,1,1,0.625,17,0,23,1
59,3,0,0,0.012,1,0,0,0.272,3,3563,316,0
26,3,0,1,0.067,0,0,1,0.262,0,1767,204,0
139,6,0,2,0.583,1,1,1,0.618,9,9,22,1
59,3,0,6,0.338,5,2,0,0.749,11,41,17,1
27,2,0,0,0.017,0,0,1,0.12,2,2594,311,0
81,4,0,2,0.473,4,3,1,0.903,16,22,-1,1
56,3,1,6,0.488,5,3,2,0.779,19,12,6,1
86,3,1,3,0.318,5,3,2,0.787,20,21,1,1
44,3,0,0,0.001,1,0,0,0.067,3,2953,220,0
73,6,1,4,0.535,4,3,0,0.988,7,33,30,1
26,1,0,2,0.058,1,0,1,0.138,2,3059,117,0
127,4,0,6,0.378,2,1,2,0.981,7,5,24,1
102,3,0,6,0.308,2,0,2,0.915,11,33,19,1
105,5,0,4,0.301,3,1,1,0.794,20,36,2,1
150,3,0,4,0.132,2,3,1,0.688,19,15,18,1
112,8,0,3,0.349,3,0,1,0.879,10,41,13,1
65,5,0,2,0.153,1,3,2,0.91,13,33,21,1
58,3,0,1,0.076,1,0,0,0.086,2,999,101,0
45,1,0,2,0.066,1,0,0,0.262,0,2599,228,0
83,4,0,3,0.153,5,2,2,0.711,9,3,26,1
121,5,1,4,0.223,5,0,1,0.62,6,44,14,1
144,7,0,5,0.228,2,3,0,0.732,7,11,20,1
97,5,0,6,0.147,5,0,2,0.905,5,45,-1,1
46,3,0,0,0.075,0,0,1,0.161,2,1106,327,0
51,3,0,1,0.043,0,0,0,0.042,1,2590,134,0
56,2,0,1,0.041,0,0,1,0.244,3,2970,184,0
49,1,0,2,0.007,0,0,1,0.293,2,1559,210,0
53,4,0,3,0.512,3,1,0,0.621,15,44,9,1
134,4,0,4,0.265,1,3,0,0.672,11,25,7,1
43,2,0,1,0.061,1,0,1,0.257,0,1312,148,0
134,8,0,3,0.313,3,2,2,0.993,13,26,8,1
71,6,0,5,0.192,4,2,1,0.952,8,12,21,1
144,4,0,3,0.443,2,0,0,0.759,13,41,-1,1
138,7,1,2,0.513,4,2,1,0.946,7,36,10,1
29,1,0,1,0.035,0,0,0,0.06,1,3415,196,0
56,3,1,4,0.414,3,2,2,0.934,8,43,12,1
86,4,0,6,0.214,2,1,2,0.686,6,43,17,1
39,2,0,1,0.03,0,0,1,0.137,1,2716,265,0
53,3,0,1,0.061,1,0,1,0.174,1,589,204,0
34,3,0,2,0.044,1,0,0,0.102,0,2358,208,0
27,1,0,2,0.087,0,0,1,0.229,2,2044,306,0
33,3,0,0,0.032,1,0,0,0.07,3,2592,328,0
57,7,0,5,0.124,5,3,2,0.905,19,41,6,1
36,3,0,0,0.006,0,0,0,0.133,2,397,220,0
150,3,1,5,0.441,5,1,2,0.802,13,29,0,1
59,2,0,1,0.053,1,0,0,0.265,2,1437,130,0
50,3,0,0,0.003,0,0,0,0.015,2,3360,206,0
44,3,0,0,0.057,1,0,1,0.102,1,1801,284,0
113,8,1,3,0.313,1,1,1,0.709,11,13,11,1
57,3,0,0,0.02,0,0,0,0.156,3,2479,94,0
83,6,0,3,0.564,2,3,2,0.761,19,6,7,1
48,3,0,2,0.015,0,0,0,0.037,0,1791,150,0
32,2,0,0,0.089,0,0,1,0.288,1,2047,103,0
48,1,0,2,0.071,1,0,1,0.22,3,2802,229,0
146,3,1,3,0.184,3,1,2,0.778,8,20,17,1
77,7,1,5,0.46,1,3,2,0.971,11,10,11,1
139,4,1,4,0.21,1,3,0,0.82,9,39,5,1
34,2,0,2,0.022,0,0,1,0.22,1,3277,266,0
67,5,0,2,0.515,5,3,1,0.639,16,45,6,1
25,2,0,2,0.045,1,0,0,0.065,3,454,283,0
49,2,0,0,0.086,0,0,0,0.202,0,2096,191,0
24,3,0,1,0.023,0,0,0,0.055,3,626,168,0
58,3,0,0,0.048,1,0,0,0.237,0,1249,351,0
120,4,0,5,0.386,1,3,2,0.797,8,17,6,1
60,3,0,0,0.082,0,0,0,0.275,1,2362,113,0
124,5,1,4,0.257,4,0,2,0.884,15,36,30,1
33,2,0,1,0.088,0,0,1,0.23,2,3637,334,0
43,1,0,1,0.06,0,0,1,0.168,2,2564,140,0
116,5,0,6,0.519,4,1,2,0.705,8,15,28,1
130,6,0,2,0.296,3,2,1,0.809,18,25,12,1
79,4,0,4,0.175,2,3,2,0.625,5,8,16,1
82,6,1,4,0.436,2,3,0,0.649,18,-1,20,1
129,3,0,5,0.245,2,3,0,0.963,20,26,26,1
134,7,0,4,0.351,2,2,0,0.934,5,13,16,1
25,3,0,1,0.079,1,0,1,0.076,3,514,300,0
63,4,0,2,0.17,5,0,2,0.814,14,23,3,1
60,2,0,0,0.068,1,0,0,0.12,2,943,132,0
53,1,0,2,0.026,1,0,0,0.176,3,3147,327,0
33,2,0,0,0.015,0,0,1,0.269,1,3085,203,0
24,1,0,0,0.025,0,0,0,0.046,3,2523,310,0
30,2,0,1,0.029,0,0,1,0.241,1,3408,318,0
113,4,1,5,0.426,3,1,0,0.997,7,32,10,1
95,4,1,3,0.57,1,2,2,0.886,6,15,19,1
112,5,0,4,0.413,3,0,2,0.969,6,17,19,1
34,2,0,2,0.096,1,0,1,0.2,2,2491,147,0
129,7,1,5,0.275,3,1,2,0.825,16,10,21,1
29,3,0,2,0.009,1,0,0,0.249,0,2196,330,0
124,4,0,5,0.592,4,0,2,0.678,6,29,2,1
34,2,0,2,0.027,0,0,0,0.225,2,1934,345,0
96,4,1,5,0.512,5,1,2,0.902,6,22,17,1
47,3,0,0,0.08,0,0,1,0.197,2,2888,93,0
21,2,0,1,0.035,1,0,0,0.043,0,1561,293,0
95,4,0,6,0.565,3,1,0,0.882,18,8,19,1
53,4,0,4,0.472,3,2,2,0.984,5,19,3,1
30,2,0,0,0.063,1,0,1,0.033,0,3142,123,0
75,5,0,5,0.34,3,0,0,0.819,19,27,7,1
60,2,0,1,0.053,0,0,0,0.053,3,3464,304,0
61,7,1,4,0.428,3,1,2,0.676,19,1,1,1
28,1,0,2,0.007,1,0,1,0.159,0,950,356,0
57,3,0,2,0.009,0,0,1,0.284,0,3244,263,0
38,2,0,0,0.043,0,0,0,0.298,0,1138,223,0
130,5,0,5,0.563,3,3,0,0.686,10,5,27,1
54,3,0,1,0.087,0,0,1,0.172,3,2874,162,0
52,4,0,6,0.204,4,0,2,0.699,13,1,23,1
58,1,0,0,0.065,1,0,1,0.196,2,1048,194,0
49,1,0,1,0.046,0,0,0,0.043,2,958,246,0
143,4,0,6,0.577,2,3,2,0.916,14,16,7,1
60,2,0,0,0.046,1,0,0,0.125,0,1889,257,0
108,5,0,5,0.486,3,0,0,0.987,19,39,23,1
54,6,1,5,0.489,1,3,1,0.904,11,34,15,1
92,6,0,4,0.448,4,2,1,0.856,8,27,3,1
29,2,0,2,0.067,0,0,1,0.051,1,576,273,0
20,3,0,0,0.048,0,0,0,0.061,1,2734,338,0
125,7,0,6,0.2,2,1,0,0.834,17,10,17,1
49,1,0,2,0.094,0,0,0,0.163,0,2545,212,0
22,3,0,0,0.007,1,0,0,0.185,1,3647,292,0
135,4,0,4,0.114,4,0,2,0.752,13,13,10,1
51,3,0,0,0.08,0,0,1,0.188,0,3470,298,0
36,3,0,2,0.08,1,0,1,0.169,0,2655,162,0
31,1,0,0,0.081,1,0,1,0.287,2,3189,260,0
70,6,0,3,0.575,2,1,1,0.644,8,42,20,1
118,5,0,5,0.24,5,0,1,0.748,9,33,21,1
54,2,0,1,0.095,1,0,0,0.143,0,932,285,0
134,4,0,6,0.498,3,0,0,0.918,18,30,11,1
126,8,1,4,0.456,5,2,0,0.613,16,14,7,1
24,1,0,2,0.083,1,0,0,0.258,1,2850,340,0
46,3,0,2,0.072,1,0,1,0.011,2,1862,165,0
63,4,0,4,0.151,3,1,0,0.987,6,43,19,1
105,7,1,2,0.228,3,3,1,0.849,17,26,5,1
84,3,1,6,0.296,3,1,2,0.902,20,5,12,1
130,7,1,3,0.141,1,0,0,0.656,12,23,13,1
36,1,0,1,0.031,1,0,0,0.142,3,2765,183,0
43,2,0,0,0.006,1,0,0,0.181,3,1040,210,0
111,6,1,6,0.236,5,0,0,0.768,6,34,-1,1
139,8,0,2,0.408,3,0,0,0.751,9,15,8,1
56,3,0,2,0.085,1,0,1,0.136,0,1731,334,0
54,2,0,0,0.037,0,0,1,0.0,0,1837,215,0
127,8,0,2,0.545,4,1,0,0.938,18,25,13,1
96,3,1,2,0.484,4,1,2,0.699,5,30,9,1
31,2,0,2,0.073,0,0,1,0.143,3,874,362,0
39,2,0,1,0.027,1,0,0,0.061,0,3249,115,0
133,5,1,3,0.413,5,2,2,0.804,18,8,8,1
26,2,0,1,0.099,1,0,0,0.221,3,1295,253,0
47,1,0,1,0.043,0,0,1,0.166,3,377,273,0
22,1,0,2,0.089,0,0,1,0.218,3,3231,270,0
28,1,0,0,0.098,1,0,0,0.024,0,1249,240,0
109,5,1,3,0.472,4,1,2,0.954,14,6,11,1
